No,警編,分局,所別,里別,名稱
355,KC98E3718,三民一分局,十全所,安生里,山東街與晉元街口(向西)
356,KC98E3719,三民一分局,十全所,安生里,十全一路68巷與察哈爾一街口(向南)
357,KC98E3720,三民一分局,十全所,安生里,十全一路68巷與十全一路口(向北)
358,KC98E3721,三民一分局,十全所,安生里,民族一路與晉元街口(向西)(104蘇維)
359,KC98E3722,三民一分局,十全所,安生里,十全一路與十全一路18巷口(向北)(105維)
360,KC98E3723,三民一分局,十全所,安生里,十全一路與十全一路36巷口(向北)
361,KC98E3724,三民一分局,十全所,安生里,十全一路與孝順街口(向北)
362,KC98E3725,三民一分局,十全所,安生里,十全一路與十全一路54巷口(向北)
363,KC98E3726,三民一分局,十全所,安生里,察哈爾一街7號前(向南)
364,KC98E3727,三民一分局,十全所,安生里,同盟一路與孝順街口(向西)
365,KC98E3728,三民一分局,十全所,安生里,察哈爾一街與孝順街口(向南)(105維)
366,KC98E3730,三民一分局,十全所,安東里,合江街與綏遠一街口(向北)(105維)
367,KC98E3731,三民一分局,十全所,安東里,合江街4號前(向北)(105維)
368,KC98E3732,三民一分局,十全所,安東里,綏遠一街與吉林街口(向西)
369,KC98E3733,三民一分局,十全所,安東里,合江街與北平一街口(向東)(105維)
370,KC98E3734,三民一分局,十全所,安東里,大連街與綏遠一街口(向東)(105維)
371,KC98E3735,三民一分局,十全所,安東里,合江街與綏遠一街口(向西)(105維)
372,KC98E3736,三民一分局,十全所,安東里,同盟一路與吉林街口(向南)
373,KC98E3737,三民一分局,十全所,安東里,察哈爾一街與自由一路口(向南)(105維)
374,KC98E3738,三民一分局,十全所,安東里,北安街與大連街口(向東)
375,KC98E3739,三民一分局,十全所,安東里,萬全街85號前(向東)(105維)
376,KC98E3740,三民一分局,十全所,安東里,吉林街245巷與大連街口(向北)
377,KC98E3741,三民一分局,十全所,安東里,合江街與北平一街口(向北)
378,KC98E3742,三民一分局,十全所,安東里,大連街與北平一街口(向東)
379,KC98E3743,三民一分局,十全所,安東里,吉林街與綏遠一街口(向南)(105維)
380,KC98E3744,三民一分局,十全所,安東里,自由一路與合江街86巷口(向南)(105維)
381,KC98E3873,三民一分局,十全所,達勇里,安寧街339巷10號(向北)(104蘇維)
382,KC98E3874,三民一分局,十全所,達勇里,吉林街、安寧街(向南)
383,KC98E3875,三民一分局,十全所,達勇里,吉林街與瀋陽街35巷口(向東)
384,KC98E3876,三民一分局,十全所,達勇里,安寧街、松江街(向北)
385,KC98E3877,三民一分局,十全所,達勇里,安寧街、大連街(向東)
386,KC98E3878,三民一分局,十全所,達勇里,吉林街與瀋陽街35巷口(向西)
387,KC98E3879,三民一分局,十全所,達德里,吉林街與瀋陽街99巷(向東)
388,KC98E3880,三民一分局,十全所,德仁里,自由一路7巷8號前(向東)
389,KC98E3881,三民一分局,十全所,安生里,山東街、自忠街(向東)(104蘇維)
390,KC98E3882,三民一分局,十全所,安生里,山東街、自忠街(向南)
391,KC98E3883,三民一分局,十全所,安生里,孝順街、自忠街(向東)
392,KC98E3884,三民一分局,十全所,安生里,孝順街、自忠街(向南)
393,KC98E3885,三民一分局,十全所,安生里,山東街、晉元街(向南)
394,KC98E3886,三民一分局,十全所,安生里,山東街、晉元街(向東)
395,KC98E3887,三民一分局,十全所,安生里,孝順街、晉元街(向東)
396,KC98E3888,三民一分局,十全所,安生里,孝順街、晉元街(向南)
397,KC100C045,三民一分局,三民所,鳳北里,建國地下機車道向北(104蘇維)
398,KC100C046,三民一分局,三民所,鳳北里,建國地下機車道向南(104蘇維)
399,KC100C047,三民一分局,三民所,川東里,三民派出所前向西
400,KC100C048,三民一分局,三民所,川東里,建國三路355號向東
401,KC100C049,三民一分局,三民所,立德里,建國三路與河東路口向南
402,KC100C050,三民一分局,三民所,立德里,建國三路與河濱街口向南
403,KC100G0114,三民一分局,三民所,千秋里,中庸街130號前
404,KC100G0115,三民一分局,三民所,千秋里,中庸街153巷16-18號前
405,KC100G0116,三民一分局,三民所,千秋里,中都街與市中一路450巷口
406,KC100G0117,三民一分局,三民所,千秋里,市中一路與市中一路450巷口(市中一路452號旁)
407,KC100G0118,三民一分局,三民所,千秋里,同盟三路與市中一路443巷口(建國三路162號旁)
408,KC100G0119,三民一分局,三民所,千秋里,市中一路76號前(於市中一路477-2號旁巷子內)
409,KC100G0120,三民一分局,三民所,千秋里,市中一路與力行路口(愛河戀大樓B棟管理室前)
410,KC100G0121,三民一分局,三民所,千秋里,市中一路與市中一路458巷口(市中一路458號旁)
411,KC100G0122,三民一分局,三民所,千北里,中庸街105巷與中庸街105巷2弄32號後門口台電水泥電桿
412,KC100G0123,三民一分局,三民所,千北里,市中一路384巷75號前
413,KC100G0124,三民一分局,三民所,千北里,建國三路與建國三路218巷口
414,KC100G0125,三民一分局,三民所,千北里,建國三路274號(建國三路274與276號前)
415,KC100G0126,三民一分局,三民所,豐裕里,中庸街225號(照中庸街224巷口)
416,KC100G0127,三民一分局,三民所,豐裕里,中庸街196巷9號旁
417,KC100G0128,三民一分局,三民所,豐裕里,中華橫路111-1號前(中華橫路111-1號旁)
418,KC100G0129,三民一分局,三民所,豐裕里,中和街74巷11號前
419,KC100G0130,三民一分局,三民所,豐裕里,中和街88巷24號
420,KC100G0131,三民一分局,三民所,豐裕里,中和街102巷15號
421,KC100G0132,三民一分局,三民所,豐裕里,力行路與中仁街口
422,KC100G0133,三民一分局,三民所,豐裕里,中和街與中和街102巷口
423,KC100G0134,三民一分局,三民所,豐裕里,力行路與中仁街口
424,KC100G0135,三民一分局,三民所,豐裕里,中華橫巷4之1號
425,KC100G0136,三民一分局,三民所,豐裕里,中華二路與中華橫巷口路燈桿
426,KC100G0137,三民一分局,三民所,豐裕里,中華二路41號前路燈桿(建國三路274與276號前)
427,KC101A0817,三民一分局,三民所,千歲里,中華路、三民街口 / 向南
428,KC101A0818,三民一分局,三民所,千歲里,自強一路207號前   / 向南
429,KC101A0819,三民一分局,三民所,千歲里,自強一路、近自強一路243巷口 / 向西
430,KC101A0820,三民一分局,三民所,千歲里,自強一路、近自強一路243巷口 / 向南
431,KC101A0821,三民一分局,三民所,千歲里,自強一路、自強一路207巷 / 向西
432,KC101A0822,三民一分局,三民所,千歲里,自強一路、自強一路207巷 / 向東
433,KC101A0823,三民一分局,三民所,千歲里,三民街、自強一路口 / 向西
434,KC101A0824,三民一分局,三民所,千歲里,三民街、中庸街口     / 向西
435,KC101A0825,三民一分局,三民所,千歲里,自強一路243巷、自強一路 / 向西
436,KC101A0826,三民一分局,三民所,千歲里,自強一路207巷、中庸街口 / 向西
437,KC101A0827,三民一分局,三民所,千歲里,河北二路205巷前 / 向西
438,KC101A0828,三民一分局,三民所,千歲里,河北二路205巷前 / 向西
439,KC101A0829,三民一分局,三民所,千歲里,建國三路447號前 / 向東
440,KC101A0830,三民一分局,三民所,千歲里,建國三路439號前 / 向西
441,KC101A0831,三民一分局,三民所,千歲里,中庸街、三民街口 / 向南
442,KC101A0832,三民一分局,三民所,千歲里,中庸街、三民街口 / 向北
443,KC101A0833,三民一分局,三民所,裕民里,力行路、同盟三路口 / 向東
444,KC101A0834,三民一分局,三民所,裕民里,力行路、同盟三路口 / 向東
445,KC101A0835,三民一分局,三民所,裕民里,中和街、同盟三路口 / 向東
446,KC101A0836,三民一分局,三民所,裕民里,中和街、同盟三路口 / 向西
447,KC101A0837,三民一分局,三民所,裕民里,中都街75巷、同盟三路246巷口 / 向北
448,KC101A0838,三民一分局,三民所,裕民里,中和街188巷1號前     / 向南
449,KC101A0839,三民一分局,三民所,裕民里,同盟三路、力行路口 / 向北
450,KC101A0840,三民一分局,三民所,裕民里,同盟三路246巷、中愛街口 / 向北
451,KC101A0841,三民一分局,三民所,裕民里,中愛街、同盟三路246巷口 / 向西
452,KC101A0842,三民一分局,三民所,裕民里,中愛街、中和街口 / 向南
453,KC101A0843,三民一分局,三民所,裕民里,中都街75巷、同盟三路口 / 向北
454,KC101A0844,三民一分局,三民所,裕民里,同盟三路、中和街口 / 向南
455,KC101A0845,三民一分局,三民所,裕民里,中都街75巷48號前     / 向西
456,KC101A0846,三民一分局,三民所,裕民里,中都街69巷45號前     / 向西
457,KC101A0847,三民一分局,三民所,裕民里,中都街63巷、中愛街口 / 向北
458,KC101A0848,三民一分局,三民所,裕民里,中都街75巷、中愛街口 / 向南
459,KC101A0849,三民一分局,三民所,興德里,中華路、三民街口 / 向東
460,KC101A0850,三民一分局,三民所,興德里,三民街101巷口 / 向西
461,KC101A0851,三民一分局,三民所,興德里,中華三路、建國三路口 / 向南
462,KC101A0852,三民一分局,三民所,興德里,立德街4巷口     / 向東
463,KC101A0853,三民一分局,三民所,興德里,建國三路289號 / 向東
464,KC101A0854,三民一分局,三民所,興德里,三民街106巷21號前   / 向西
465,KC101A0855,三民一分局,三民所,興德里,建國三路、立德街口 / 向南
466,KC101A0856,三民一分局,三民所,興德里,立德街、建國三路277號巷口 / 向北
467,KC101A0857,三民一分局,三民所,興德里,立德街、三民街口 / 向西
468,KC101A0858,三民一分局,三民所,興德里,立德街22號門口     / 向北
469,KC101A0859,三民一分局,三民所,興德里,河北二路、立德街口 / 向西
470,KC101A0860,三民一分局,三民所,興德里,建國三路277巷6號門口 / 向西
471,KC101A0861,三民一分局,三民所,興德里,建國三路、自立路口 / 向西
472,KC101A0862,三民一分局,三民所,興德里,三民街50號門口 / 向西
473,KC101A0863,三民一分局,三民所,興德里,瑞源路、河北二路路口 / 向南
474,KC101A0864,三民一分局,三民所,興德里,自立一路85巷26號對面 / 向東
475,KC101D0494,三民一分局,三民所,豐裕里,力行路71號前
476,KC101D0495,三民一分局,三民所,豐裕里,力行路79巷2弄4號前
477,KC101D0496,三民一分局,三民所,豐裕里,力行路90號旁
478,KC101D0497,三民一分局,三民所,豐裕里,中和街72號前
479,KC101D0498,三民一分局,三民所,豐裕里,中和街116號前
480,KC101D0499,三民一分局,三民所,豐裕里,中和街7巷17號旁
481,KC101D0500,三民一分局,三民所,豐裕里,中仁街25巷43號前
482,KC101D0501,三民一分局,三民所,豐裕里,中仁街43巷23號前
483,KC101D0502,三民一分局,三民所,豐裕里,中原街119號前
484,KC101D0503,三民一分局,三民所,豐裕里,中仁街57巷23號前
485,KC101D0504,三民一分局,三民所,豐裕里,中仁街67巷40號對面
486,KC101D0505,三民一分局,三民所,豐裕里,中仁街67巷40號對面
487,KC101D0506,三民一分局,三民所,豐裕里,中華橫路95號旁(照十字路口)
488,KC101D0507,三民一分局,三民所,豐裕里,中華橫路127號前(順向)
489,KC101D0508,三民一分局,三民所,豐裕里,台安街、中華橫路135號
490,KC101D0509,三民一分局,三民所,豐裕里,中華橫路157號旁空地前
491,KC101H0455,三民一分局,三民所,鳳北里,建國三路68巷內(台電水泥柱)
492,KC101H0456,三民一分局,三民所,鳳北里,三鳳中街28巷3號
493,KC101H0457,三民一分局,三民所,鳳北里,三鳳中街28號(三茂商行旁)
494,KC101H0458,三民一分局,三民所,鳳北里,三鳳中街36號(春興藥房旁)
495,KC101H0459,三民一分局,三民所,鳳北里,三鳳中街37號旁(佑想花茶旁)
496,KC101H0460,三民一分局,三民所,鳳北里,中華三路312號前
497,KC101H0461,三民一分局,三民所,鳳北里,三鳳中街66號
498,KC101H0462,三民一分局,三民所,鳳北里,三鳳中街78號(元華行旁)
499,KC101H0463,三民一分局,三民所,鳳北里,三鳳中街82號(有進糖果行旁)
500,KC101H0464,三民一分局,三民所,鳳北里,三鳳中街82巷4號旁(台電水泥柱)
501,KC101H0465,三民一分局,三民所,鳳北里,建國三路154號旁(鳳冠行旁)
502,KC101H0466,三民一分局,三民所,鳳北里,三鳳中街91號(泰裕行旁)
503,KC101H0467,三民一分局,三民所,鳳北里,三鳳中街95號
504,KC101H0468,三民一分局,三民所,鳳北里,三鳳中街110號(全健花茶行旁)
505,KC101H0469,三民一分局,三民所,鳳北里,三鳳中街106號(隆泰行旁)
506,KC101H0470,三民一分局,三民所,鳳北里,中華三路310號前(盛豐糖果行旁)
507,KC101J0031,三民一分局,三民所,力行里,中華橫路183號前(路燈桿編號00541)
508,KC101J0032,三民一分局,三民所,力行里,中和街、中都街口(無編號)
509,KC101J0033,三民一分局,三民所,力行里,中庸街223號(路燈桿編號10700)
510,KC101J0034,三民一分局,三民所,力行里,中都街、中原街口(路燈桿:10441)
511,KC101J0035,三民一分局,三民所,力行里,中庸街179巷13號(路燈桿編號00655)
512,KC101J0036,三民一分局,三民所,力行里,中庸街177號(路燈桿:10684)
513,KC101J0037,三民一分局,三民所,力行里,中愛街、中和街口(路燈桿編號10539)
514,KC101J0038,三民一分局,三民所,力行里,力行路、中愛街口
515,KC101J0039,三民一分局,三民所,鳳北里,建國三路68巷路燈桿(路燈桿編號012391)
516,KC101J0040,三民一分局,三民所,鳳北里,自立陸橋下建國三路117號前號誌桿
517,KC101J0041,三民一分局,三民所,鳳北里,三德西街7號對面路燈桿(路燈桿編號011184)
518,KC101J0042,三民一分局,三民所,鳳北里,三鳳中街62巷4號前(台電水泥柱)
519,KC101J0043,三民一分局,三民所,鳳北里,三德西街55巷5號旁(台電水泥柱)
520,KC101J0044,三民一分局,三民所,鳳北里,三鳳中街68巷18號前(台電水泥柱)
521,KC101J0045,三民一分局,三民所,鳳北里,三鳳中街82巷3弄9號(台電水泥柱)
522,KC101J0046,三民一分局,三民所,鳳北里,三鳳中街82巷3弄23號前路燈桿
